side,qty,rate,time
2,80.0,100000000,2025-09-29 21:38:54.962
2,800.0,380000,2025-10-03 05:22:04.732
2,320.0,100000,2025-10-02 08:01:40.732
2,160.0,30000,2025-09-23 01:39:56.731
2,40.0,20000,2025-10-03 10:33:57.378
2,40.0,19000,2025-10-03 09:20:31.805
2,40.0,18000,2025-10-03 09:02:07.759
2,40.0,15040,2025-10-04 01:14:00.991
2,40.0,15000,2025-10-04 01:30:16.034
2,40.0,14970,2025-10-04 01:14:00.794
1,40.0,14680,2025-10-04 01:24:45.827
1,1000.0,10000,2025-08-07 18:09:44.409
1,2000.0,2000,2025-08-07 18:09:19.201
1,20000.0,590,2025-08-07 18:09:05.608
