baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,btc,50600,0,0,0,50600,50600,0.0,2023-09-07 01:41:50.190
eth,btc,699000,0,0,0,699000,699000,0.0,2023-09-07 01:41:44.021
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,0.0,2023-09-07 01:41:44.027
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,0.0,2023-09-07 01:41:48.020
doge,btc,0,0,0,0,0,0,0.0,2023-09-07 01:41:48.023
zec,btc,125300,0,0,0,125300,125300,0.0,2023-09-07 01:41:44.030
dcr,ltc,15849000,0,0,0,15849000,15849000,0.0,2023-09-07 01:41:44.030
dgb,btc,28,0,0,0,28,28,0.0,2023-09-07 01:41:48.026
ltc,btc,245900,0,0,0,245900,245900,0.0,2023-09-07 01:41:44.030
zec,usdc.eth,0,0,0,0,0,0,0.0,2023-09-07 01:41:44.019
