side,qty,rate,time
2,80.0,100000000,2025-09-19 12:05:16.477
2,320.0,30000,2025-07-31 02:24:08.732
2,240.0,17000,2025-08-25 05:54:42.731
2,40.0,15750,2025-08-31 00:43:28.020
2,40.0,15500,2025-08-31 00:43:16.492
2,40.0,15250,2025-09-16 17:58:30.758
2,40.0,15000,2025-09-16 17:42:31.224
2,40.0,14850,2025-09-22 21:00:02.201
2,40.0,14810,2025-09-23 01:21:30.496
1,40.0,14470,2025-09-23 01:11:46.377
1,40.0,14460,2025-09-23 01:10:00.863
1,40.0,14390,2025-09-22 23:16:52.582
1,40.0,14390,2025-09-23 01:10:01.060
1,40.0,14360,2025-09-22 21:15:17.209
1,1000.0,10000,2025-08-07 18:09:44.409
1,2000.0,2000,2025-08-07 18:09:19.201
1,20000.0,590,2025-08-07 18:09:05.608
