side,qty,rate,time
2,80.0,100000000,2026-01-15 00:47:51.498
2,240.0,100000,2026-01-21 09:05:02.006
2,240.0,76000,2026-01-21 09:04:32.006
2,400.0,69000,2025-11-05 22:10:18.448
2,320.0,67000,2025-11-05 22:09:56.447
2,320.0,64000,2025-11-05 22:09:44.447
2,280.0,49000,2025-11-05 22:08:54.447
2,200.0,40000,2026-01-24 19:40:28.006
2,40.0,30000,2026-01-19 16:09:38.391
2,360.0,28500,2026-01-19 16:17:52.004
2,40.0,26000,2026-01-19 16:17:24.634
2,360.0,26000,2026-01-19 16:17:40.005
2,80.0,24000,2026-01-23 09:03:26.014
2,40.0,23000,2026-01-23 07:33:13.460
2,80.0,22000,2026-01-24 19:31:15.348
2,40.0,20390,2026-01-26 01:26:32.108
1,40.0,20160,2026-01-26 01:31:22.783
1,120.0,19510,2026-01-25 21:00:23.369
1,200.0,17510,2026-01-25 17:02:09.659
1,160.0,17500,2026-01-24 22:45:49.302
1,400.0,11000,2026-01-25 17:01:03.762
1,400.0,10000,2026-01-21 09:03:46.555
1,20000.0,590,2026-01-25 17:00:42.264
