side,qty,rate,time
2,40.0,195000,2023-11-19 12:45:54.573
2,200.0,175000,2023-11-20 07:26:09.950
2,120.0,75000,2023-11-20 07:25:59.031
2,40.0,49900,2023-11-21 08:57:03.212
2,200.0,47500,2023-11-20 07:26:40.363
2,120.0,45000,2023-11-22 10:27:03.809
2,40.0,44700,2023-11-23 01:34:22.368
2,80.0,44500,2023-11-22 10:27:27.235
2,40.0,43500,2023-11-23 01:34:22.836
2,40.0,41900,2023-11-20 08:26:00.507
1,40.0,33600,2023-11-22 18:24:25.634
1,200.0,33500,2023-11-22 09:42:44.096
1,40.0,33300,2023-11-23 01:34:22.357
1,400.0,33000,2023-11-22 09:53:56.846
1,40.0,32100,2023-11-23 01:34:21.671
1,1000.0,3000,2023-11-21 22:53:29.218
1,1000.0,2000,2023-11-20 09:06:03.707
1,4000.0,1000,2023-11-20 07:52:11.455
1,8000.0,300,2023-11-20 07:23:01.545
1,8000.0,200,2023-11-20 07:22:44.186
1,30000.0,100,2023-11-20 07:22:19.508
