id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion
123.dcr.rocks,mainnet,2021-04-28,2022-09-11 03:28:54,[3],0.49,False,659,16005,97,1.1.0
big.decred.energy,mainnet,2022-05-01,2022-09-11 03:28:54,[3],0.6900000000000001,False,129,386,1,1.1.1
dcrhive.com,mainnet,2022-06-23,2022-09-11 03:28:54,[3],0.666,False,91,97,0,1.1.1
dcrpool.ibitlin.com,mainnet,2021-01-13,2022-09-11 03:28:55,[3],1,False,2,1170,9,1.1.0-pre
dcrvsp.dittrex.com,mainnet,2021-04-07,2022-09-11 03:28:54,[3],1,False,23,393,2,1.2.0-pre
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2022-09-11 03:28:54,[3],0.9500000000000001,False,222,6332,34,1.1.1
decredvoting.com,mainnet,2021-02-01,2022-09-11 03:28:54,[3],1,False,114,2669,19,1.1.1
stakey.net,mainnet,2020-10-22,2022-09-11 03:28:54,[3],1,False,294,24989,179,1.1.1
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2022-09-11 03:28:54,[3],10,False,0,73412,668,1.1.0-pre
teststakepool.decred.org,testnet,2020-06-01,2022-09-11 03:28:54,[3],3,False,1,213721,1024,1.1.1
ultravsp.uk,mainnet,2020-12-01,2022-09-11 03:28:54,[3],0.30000000000000004,False,695,5195,15,1.1.1
vsp.coinmine.pl,mainnet,2021-01-28,2022-09-11 03:28:54,[3],0.5,False,288,25637,160,1.1.1
vsp.dcr.farm,mainnet,2020-12-09,2022-09-11 03:28:54,[3],0.9500000000000001,False,167,5090,27,1.1.0
vsp.decredcommunity.org,mainnet,2020-11-05,2022-09-11 03:28:54,[3],0.49,False,396,3508,12,1.1.1
vsp.stakeminer.com,mainnet,2020-11-09,2022-09-11 03:28:54,[3],1,False,600,18578,100,1.1.1
vspd-testnet.synergy-crypto.net,testnet,2021-05-01,2022-09-11 03:28:54,[3],1,True,0,68,2,1.1.1
vspd.99split.com,mainnet,2020-11-17,2022-09-11 03:28:54,[3],0.30000000000000004,False,788,6486,27,1.1.1
vspd.bass.cf,mainnet,2022-05-01,2022-09-11 03:28:55,[3],0.2,False,435,282,0,1.1.1
vspd.decredbrasil.com,mainnet,2020-11-22,2022-09-11 03:28:54,[3],5,False,92,1587,12,1.1.1
vspd.stakey.com,mainnet,2021-02-13,2022-09-11 03:28:54,[3],0.30000000000000004,False,1697,19592,92,1.1.0
vspd.synergy-crypto.net,mainnet,2021-06-10,2022-09-11 03:28:55,[3],0.75,True,127,766,3,1.1.1
