id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion
123.dcr.rocks,mainnet,2021-04-28,2023-01-22 02:14:00,[3],0.49,False,565,18996,118,1.1.0
big.decred.energy,mainnet,2022-05-01,2023-01-22 02:14:00,[3],0.49,False,396,1395,2,1.1.1
dcrhive.com,mainnet,2022-06-23,2023-01-22 02:14:00,[3],0.1,False,362,863,1,1.1.1
dcrpool.ibitlin.com,mainnet,2021-01-13,2023-01-22 02:14:01,[3],1,False,5,1189,9,1.1.0-pre
dcrvsp.dittrex.com,mainnet,2021-04-07,2023-01-22 02:14:00,[3],5,False,16,489,2,1.2.0-pre
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-01-22 02:14:00,[3],0.9500000000000001,False,251,7465,43,1.1.1
decredvoting.com,mainnet,2021-02-01,2023-01-22 02:14:00,[3],1,False,143,3308,23,1.1.1
stakey.net,mainnet,2020-10-22,2023-01-22 02:14:00,[3],1,False,308,26236,192,1.1.1
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2022-10-26 08:33:54,[3],10,False,0,73412,668,1.1.0-pre
teststakepool.decred.org,testnet,2020-06-01,2023-01-22 02:14:00,[3],3,False,0,213765,1032,1.1.1
ultravsp.uk,mainnet,2020-12-01,2023-01-22 02:14:00,[3],0.30000000000000004,False,619,8644,36,1.1.1
vsp.coinmine.pl,mainnet,2021-01-28,2023-01-22 02:14:00,[3],0.5,False,266,26861,168,1.1.1
vsp.dcr.farm,mainnet,2020-12-09,2023-01-22 02:14:00,[3],0.9500000000000001,False,133,5970,36,1.1.0
vsp.decredcommunity.org,mainnet,2020-11-05,2023-01-22 02:14:00,[3],0.49,False,512,5885,19,1.1.1
vsp.stakeminer.com,mainnet,2020-11-09,2023-01-22 02:14:00,[3],1,False,673,21511,120,1.1.1
vspd-testnet.synergy-crypto.net,testnet,2021-05-01,2022-10-20 08:18:54,[3],1,True,0,68,2,1.1.1
vspd.99split.com,mainnet,2020-11-17,2023-01-22 02:14:00,[3],0.30000000000000004,False,1864,12448,51,1.1.1
vspd.bass.cf,mainnet,2022-05-01,2023-01-22 02:14:00,[3],0.2,False,1101,4498,29,1.1.1
vspd.decredbrasil.com,mainnet,2020-11-22,2023-01-22 02:14:00,[3],5,False,85,1947,14,1.1.1
vspd.stakey.com,mainnet,2021-02-13,2022-10-03 23:18:54,[3],0.30000000000000004,False,1332,21042,101,1.1.0
vspd.synergy-crypto.net,mainnet,2021-06-10,2023-01-01 15:53:54,[3],0.75,True,0,892,4,1.1.1
