baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0,0,28,28,0.0,2023-10-31 01:44:06.022
ltc,btc,245900,0,0,0,245900,245900,0.0,2023-10-31 01:44:08.030
zec,usdc.eth,0,0,0,0,0,0,0.0,2023-10-31 01:44:09.019
dcr,ltc,15849000,0,0,0,15849000,15849000,0.0,2023-10-31 01:44:09.026
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,0.0,2023-10-31 01:44:06.022
doge,btc,0,0,0,0,0,0,0.0,2023-10-31 01:44:06.018
zec,btc,125300,0,0,0,125300,125300,0.0,2023-10-31 01:44:08.027
dcr,btc,39000,0,0,0,39000,39000,0.0,2023-10-31 01:44:00.187
eth,btc,699000,0,0,0,699000,699000,0.0,2023-10-31 01:44:09.026
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,0.0,2023-10-31 01:44:09.023
