baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0,0,28,28,0.0,2023-10-14 01:40:36.029
ltc,btc,245900,0,0,0,245900,245900,0.0,2023-10-14 01:40:32.023
zec,usdc.eth,0,0,0,0,0,0,0.0,2023-10-14 01:40:36.020
dcr,ltc,15849000,0,0,0,15849000,15849000,0.0,2023-10-14 01:40:36.026
eth,btc,699000,0,0,0,699000,699000,0.0,2023-10-14 01:40:36.026
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,0.0,2023-10-14 01:40:36.023
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,0.0,2023-10-14 01:40:36.023
doge,btc,0,0,0,0,0,0,0.0,2023-10-14 01:40:36.029
zec,btc,125300,0,0,0,125300,125300,0.0,2023-10-14 01:40:32.020
dcr,btc,45000,0,0,0,45000,45000,0.0,2023-10-14 01:40:30.179
