side,qty,rate,time
2,360.0,100000,2025-05-26 11:18:48.732
2,160.0,20000,2025-05-19 05:26:07.790
2,400.0,20000,2025-05-26 11:18:26.740
2,160.0,18000,2025-05-19 05:25:53.415
2,40.0,17000,2025-05-26 08:00:43.126
2,40.0,16000,2025-05-26 08:00:29.373
2,40.0,15000,2025-05-20 04:30:08.889
2,40.0,14170,2025-05-26 21:32:34.550
2,40.0,14130,2025-05-26 21:32:33.458
2,40.0,14070,2025-05-27 01:26:45.525
2,40.0,13990,2025-05-27 01:31:00.894
1,40.0,13750,2025-05-27 01:30:45.828
1,40.0,13720,2025-05-27 01:30:46.028
1,40.0,13630,2025-05-27 01:26:45.348
1,40.0,13590,2025-05-26 21:32:31.639
1,40.0,13550,2025-05-26 21:32:32.230
