id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion
123.dcr.rocks,mainnet,2021-04-28,2022-09-16 03:44:00,[3],0.49,False,639,16136,97,1.1.0
big.decred.energy,mainnet,2022-05-01,2022-09-16 03:44:00,[3],0.6900000000000001,False,130,416,1,1.1.1
dcrhive.com,mainnet,2022-06-23,2022-09-16 03:44:00,[3],0.666,False,102,112,0,1.1.1
dcrpool.ibitlin.com,mainnet,2021-01-13,2022-09-16 03:44:00,[3],1,False,1,1171,9,1.1.0-pre
dcrvsp.dittrex.com,mainnet,2021-04-07,2022-09-16 03:44:00,[3],1,False,27,395,2,1.2.0-pre
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2022-09-16 03:44:00,[3],0.9500000000000001,False,219,6380,35,1.1.1
decredvoting.com,mainnet,2021-02-01,2022-09-16 03:44:00,[3],1,False,115,2690,19,1.1.1
stakey.net,mainnet,2020-10-22,2022-09-16 03:44:00,[3],1,False,288,25033,181,1.1.1
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2022-09-16 03:44:00,[3],10,False,0,73412,668,1.1.0-pre
teststakepool.decred.org,testnet,2020-06-01,2022-09-16 03:44:00,[3],3,False,0,213725,1024,1.1.1
ultravsp.uk,mainnet,2020-12-01,2022-09-16 03:44:00,[3],0.30000000000000004,False,653,5321,15,1.1.1
vsp.coinmine.pl,mainnet,2021-01-28,2022-09-16 03:44:00,[3],0.5,False,282,25691,161,1.1.1
vsp.dcr.farm,mainnet,2020-12-09,2022-09-16 03:44:00,[3],0.9500000000000001,False,180,5125,27,1.1.0
vsp.decredcommunity.org,mainnet,2020-11-05,2022-09-16 03:44:00,[3],0.49,False,377,3574,12,1.1.1
vsp.stakeminer.com,mainnet,2020-11-09,2022-09-16 03:44:00,[3],1,False,636,18684,100,1.1.1
vspd-testnet.synergy-crypto.net,testnet,2021-05-01,2022-09-16 03:44:00,[3],1,True,0,68,2,1.1.1
vspd.99split.com,mainnet,2020-11-17,2022-09-16 03:44:00,[3],0.30000000000000004,False,712,6629,27,1.1.1
vspd.bass.cf,mainnet,2022-05-01,2022-09-16 03:44:00,[3],0.2,False,482,336,0,1.1.1
vspd.decredbrasil.com,mainnet,2020-11-22,2022-09-16 03:44:00,[3],5,False,88,1609,12,1.1.1
vspd.stakey.com,mainnet,2021-02-13,2022-09-16 03:44:00,[3],0.30000000000000004,False,2054,19900,94,1.1.0
vspd.synergy-crypto.net,mainnet,2021-06-10,2022-09-16 03:44:00,[3],0.75,True,97,796,3,1.1.1
