,addresses,last_update,pub_key,alias,color,is_reachable,fx,fy,geo_info.country_code,geo_info.country_name,geo_info.region_code,geo_info.region_name,geo_info.latitude,geo_info.longitude,outCount,outCapacity,inCount,inCapacity,chCount
48,[],1666740927,0366033780fc72f864551f5b245a95620b2e539e54f8174023b7c4ce9b6ac3dccd,0366033780fc72f86455,#3399ff,False,261.3178636340828,570.7939961839999,,,,,,,2.0,110000000.0,0.0,0.0,2.0
39,"[{'network': 'tcp', 'addr': '82.223.23.73:9735'}]",1666735012,0340b65798a6bf46af88dfc20b70eccb100793cc0d704b2b487a67bfdee1ae7f7c,es.decred.live,#41bf53,True,589.8397239101963,94.31451508121344,ES,Spain,,,40.4172,-3.684,1.0,200000000.0,1.0,200000000.0,2.0
45,[],1666734260,035663029fb750ae3ae4c10a01f80df01547040397599868c2fd6e9a00bbf252c8,035663029fb750ae3ae4,#3399ff,False,251.9726550075095,553.1300072175322,,,,,,,2.0,11000000.0,0.0,0.0,2.0
41,[],1643264887,034585e47c97c3fa4fccd29e07edfcb8ea39b20f00e5e414033cb9f26a9beb79b9,034585e47c97c3fa4fcc,#3399ff,False,524.7253960882261,230.390361272095,,,,,,,2.0,65268574.0,0.0,0.0,2.0
53,[],1605108923,03b26127f373dac33a985484653141f7b452e823431671462b12acd82e109a1e9d,03b26127f373dac33a98,#3399ff,False,390.9109460449376,171.80715786908493,,,,,,,0.0,0.0,2.0,7994312.0,2.0
4,[],1659615174,021b2459b6ee500f5497fe9c54af0ad00d87c0d2973254c01cd02acb4e67865d7c,021b2459b6ee500f5497,#3399ff,False,294.1974275323685,86.59857446318078,,,,,,,2.0,200000000.0,0.0,0.0,2.0
0,"[{'network': 'tcp', 'addr': '198.211.53.68:9735'}]",1582124555,020095fe38f507de2160efd20a1ce0754a6b26c532efc2f32d25dd2b4a3811f69a,01_chinese_ln.dcrclub.org,#ffff00,False,327.49399121425563,131.02316657705848,US,United States,,,37.751,-97.822,2.0,35000000.0,0.0,0.0,2.0
67,[],1664482901,03f3807a1eaa8f76e6ce76ba666d8399db127c49523b2990db8328842cc1828668,03f3807a1eaa8f76e6ce,#3399ff,False,315.9820441876994,464.4673100442223,,,,,,,0.0,0.0,2.0,2000000.0,2.0
66,"[{'network': 'tcp', 'addr': '18.230.115.229:9735'}]",1641762028,03f2c91b29337de58a95ca90165b13a10e46e83b621cdf660ea30deeff127d44d1,Liq-BR,#009c3b,False,456.2432164086223,151.0497270958604,BR,Brazil,SP,Sao Paulo,-23.5335,-46.6359,0.0,0.0,2.0,70000000.0,2.0
8,"[{'network': 'tcp', 'addr': '77.68.30.82:9735'}]",1666671135,022c41a397814c015510e25161842475b3666efbdee2645399359bb135bd0abc9f,uk.decred.live,#41bf53,True,600.863284904424,112.22165168725094,GB,United Kingdom,ENG,England,53.5866,-2.4354,2.0,400000000.0,0.0,0.0,2.0
11,[],1611599533,025a0021382d8263551423f783fe931c03b13dd215ea9ed8eac91f9d81f99d1775,025a0021382d82635514,#3399ff,False,467.23469581517685,111.96483531302017,,,,,,,2.0,4552294.0,0.0,0.0,2.0
15,"[{'network': 'tcp', 'addr': '51.159.183.72:9735'}]",1666719320,0282df350084f7bb5ec5ee22690eab23378ea0278a73806e997c4be6ac8fa13c96,⚡decred.lighting⚡,#ffa500,True,462.4189393235977,130.97481640241725,FR,France,IDF,Île-de-France,48.8323,2.4075,2.0,180145984.0,0.0,0.0,2.0
62,[],1666725950,03dcb813ed46de74aa2cf1c36e49ddbeb58f87feb282b0edc9fd4c0d1b06c7ccf3,03dcb813ed46de74aa2c,#3399ff,False,351.76910549417005,488.1664332693184,,,,,,,0.0,0.0,1.0,7500000.0,1.0
65,[],1666723739,03ef9151fd59266e87374dcaa57293118a10bf84eaa8695f6345258b8b6db314c2,03ef9151fd59266e8737,#3399ff,False,395.8666597018886,525.4650655314724,,,,,,,0.0,0.0,1.0,10000000.0,1.0
68,[],1666712899,03f65fadbbcede3f83c9f5c794ae9fdc3c568bf89f90721b5046fa6781d9bd3320,03f65fadbbcede3f83c9,#3399ff,False,391.90733958884005,543.8895065193054,,,,,,,0.0,0.0,1.0,10000000.0,1.0
69,[],1663272446,03f94a7237adc3caf0479403a66aacbff9d0e70c1a4ad4631e8e5aeab982eba2f0,03f94a7237adc3caf047,#3399ff,False,307.4845278502781,582.4829721229204,,,,,,,0.0,0.0,1.0,2000000.0,1.0
54,[],1648210834,03b40d974404d0077e35eb189f99aa407476245d97676576cefa723f04f8a1b8b3,03b40d974404d0077e35,#3399ff,False,639.5322784461235,225.38717373984915,,,,,,,0.0,0.0,1.0,10000000.0,1.0
61,[],1666385204,03dbfea1df6521b7e455e3bf0d42efda4e45ef5363c44684843f6556f2d9f005fc,03dbfea1df6521b7e455,#3399ff,False,350.8045617534037,588.0918203568486,,,,,,,0.0,0.0,1.0,1000000.0,1.0
49,[],1664969861,036fa0dcbeb7d0e2947a7e9a3128d4a44d9af5b00daf9ca0a6c0724f4da4c1cbe9,036fa0dcbeb7d0e2947a,#3399ff,False,386.56776187871304,504.1216099303581,,,,,,,1.0,12000000.0,0.0,0.0,1.0
50,[],0,037603c8c2cdedb9f9f188f046cc0686fa8a0dafb89395106e6dcea659c1d9445e,,#000000,False,370.4234405545539,563.6621550321888,,,,,,,1.0,19000000.0,0.0,0.0,1.0
59,[],1666630590,03d46298025517ec002aad743229c4ad0a64614b2eee76a003b4d5c82a436b0334,03d46298025517ec002a,#3399ff,False,316.5345449608015,564.2401239404817,,,,,,,0.0,0.0,1.0,10000000.0,1.0
43,[],1663248847,0349304a72d071eb013b2ed7c3f1236dcb5572855495d48c61250dbd3907a2d95a,0349304a72d071eb013b,#3399ff,False,297.17377160342886,560.2199256102724,,,,,,,1.0,5000000.0,0.0,0.0,1.0
57,[],1666706146,03cb062dac8aff95cbeb07250f985fe03cac99c230c1d0c8c195a2f9154d87b06a,03cb062dac8aff95cbeb,#3399ff,False,370.4808361570874,489.67245022423714,,,,,,,0.0,0.0,1.0,100000.0,1.0
47,[],1612114862,036527574e74b3d12ec4875d4d8004a6c35a01bd18fe87c21fd4d98be3572ad83e,036527574e74b3d12ec4,#3399ff,False,546.2907749435794,128.11593404034545,,,,,,,1.0,3735304.0,0.0,0.0,1.0
35,[],1666718881,0318fe468a8bd7374b49c3f8f3bdc4c68ef670d0982ad54dad84bea5304b6f39df,0318fe468a8bd7374b49,#3399ff,False,328.38307864449894,591.1623477742723,,,,,,,1.0,10000000.0,0.0,0.0,1.0
42,[],1577142378,0345fec5df0f7e01bd93654527440978cf22253d710a31f070f6781c766ec77a56,0345fec5df0f7e01bd93,#3399ff,False,367.06931515956694,101.71468118613208,,,,,,,1.0,1000000.0,0.0,0.0,1.0
21,[],1666679199,02a8ab29bfe954e1471311644e0aca2a14f29766d0c11611583944302a11adb435,02a8ab29bfe954e14713,#3399ff,False,389.8333890041769,563.4997961704835,,,,,,,1.0,9900000.0,0.0,0.0,1.0
2,[],1603489846,020708d8c236de95d5d08da5de9c322a223cd4ac32737853bcf81fb00c86b458cf,020708d8c236de95d5d0,#3399ff,False,330.21735290821886,151.94578671239992,,,,,,,1.0,200000000.0,0.0,0.0,1.0
3,"[{'network': 'tcp', 'addr': '155.94.145.73:9735'}]",1583307408,02180199394a6eedb2e2eef6bb03a7906717882262fc28e3d35f02ca67b368ac8b,02_chinese_ln.dcrclub.org,#daa520,False,349.1434110934589,122.41863922474326,US,United States,CA,California,34.0485,-118.2529,1.0,10000000.0,0.0,0.0,1.0
5,[],1613278657,021c3fe413817e2ee373c62e11467a0b6a82b54db8921eeea23e5b64068cac4e1d,021c3fe413817e2ee373,#3399ff,False,396.15256971046296,85.06559785083165,,,,,,,1.0,135463.0,0.0,0.0,1.0
6,[],1578495091,021c520381872f1e45595be898fbc01a23f13e168ca28f769a742e4ee48aa5f81b,021c520381872f1e4559,#3399ff,False,342.50724061284353,169.59726464206275,,,,,,,1.0,50000.0,0.0,0.0,1.0
9,[],1629039713,0234e6d122eb971173180323d93790ebf9e2ff0de8a557650e10c67633e6153fbe,0234e6d122eb97117318,#3399ff,False,360.6962113755896,160.9146447224766,,,,,,,1.0,29988450.0,0.0,0.0,1.0
12,[],1659485052,025def74af01770d06751aadc710f421b77a69f80bd5f8919f4aa3f51728307d8d,025def74af01770d0675,#3399ff,False,367.7697073884094,178.23611403813325,,,,,,,1.0,20000000.0,0.0,0.0,1.0
16,"[{'network': 'tcp', 'addr': '35.206.206.203:9735'}]",1666749806,0288d937d6e6b2265b4ccca0ecbb96d7e4e21d5c73dec97d42ef0b5d92903ea1ba,1.base.dcrlnd,#ffff46,,632.5344125604977,269.72414515120164,,,,,,,1.0,359973064.0,0.0,0.0,1.0
17,[],1579244544,0289ae872923d5d5aeaa6bed594d4ed484386cff1ac86f3752d53b93385a589651,0289ae872923d5d5aeaa,#3399ff,False,332.5134583868891,108.32258205353001,,,,,,,1.0,100000.0,0.0,0.0,1.0
18,[],1587262978,028b983915a56ed1f9e9ea1036776c661366a7208da2bb912e47bdc0fdc335e282,028b983915a56ed1f9e9,#3399ff,False,355.57754363311284,70.77533318154629,,,,,,,1.0,5000000.0,0.0,0.0,1.0
19,[],1628057860,02942be3f075e3756758676b812edd01d0489590794fad326c5b61bbca742d8b8c,02942be3f075e3756758,#3399ff,False,348.21647850663504,142.6604715064867,,,,,,,1.0,179631237.0,0.0,0.0,1.0
20,[],1666692686,02a4981b2619ca7bf2fc8b2044ee7f7afc427ad24c0c8e9b36ba756e424a0d1b0f,02a4981b2619ca7bf2fc,#3399ff,False,290.1154769266838,517.4491114928322,,,,,,,1.0,10000000.0,0.0,0.0,1.0
22,[],1612948994,02ad82bec496f447ae9505d28b1171737985ae4128517ee15e3d919e49cb6710fc,02ad82bec496f447ae95,#3399ff,False,558.2759364663839,149.9877550507158,,,,,,,1.0,18022037.0,0.0,0.0,1.0
40,"[{'network': 'tcp', 'addr': '104.233.130.204:9735'}]",1582324261,0344412663de61b8ef2df20d1bbba055ad7b0da13c91f7f16eecd437f563b5e28a,deCRED_Lightning_Network,#008000,False,423.05012893930046,100.15586862939418,US,United States,,,37.751,-97.822,1.0,10000000.0,0.0,0.0,1.0
23,[],1666741862,02bd1a9a2646830b382af62410e7c37cf7710ef0f973e5e18cdc6e6d64b040a24f,02bd1a9a2646830b382a,#3399ff,False,369.9229095849169,542.053447236253,,,,,,,1.0,20000000.0,0.0,0.0,1.0
24,[],1607030617,02ca2a9342d395bc567abd98ba7fe9b915d0de1e722e5971bc9967a6b1ff29583b,02ca2a9342d395bc567a,#3399ff,False,416.72115122701285,80.0529804248029,,,,,,,1.0,26995984.0,0.0,0.0,1.0
26,[],1603644706,02d04eeaef36926b40f58665e4e6468640e3c5aadd137fc012885e4a9a96d81213,02d04eeaef36926b40f5,#3399ff,False,378.3874839559592,63.7239438508485,,,,,,,1.0,2000000.0,0.0,0.0,1.0
27,[],1666721145,02d7cd0d86afec9921af948998c8788cea7b81bb7c1b567a32b646feb86d88863d,02d7cd0d86afec9921af,#3399ff,False,335.56340047598474,573.0234897774353,,,,,,,1.0,99997490.0,0.0,0.0,1.0
28,[],1619945829,02e854b2d824a06ac691a198787ee7904a48683e0ba4eba407b533e457c820f799,02e854b2d824a06ac691,#3399ff,False,349.78093817136744,94.91931488391297,,,,,,,1.0,5000000.0,0.0,0.0,1.0
29,[],1666719036,02eff4d2148281fda2cf590e63054e8803787e7541b99bdb9a97f648235f7f4e7e,02eff4d2148281fda2cf,#3399ff,False,351.4791219853254,560.6506803313798,,,,,,,1.0,10000000.0,0.0,0.0,1.0
31,[],1647754010,02f9bb85c9e1a85d91cc9fc833d6d03721ba66cd90ac59f45a1677e077ecadc024,02f9bb85c9e1a85d91cc,#3399ff,False,643.1738028034226,248.1689801578576,,,,,,,1.0,5000000.0,0.0,0.0,1.0
32,[],1664378467,030974578662f7d2a3b070b70b41f3ba154e711ce07dffcce713a818070036b694,030974578662f7d2a3b0,#3399ff,False,370.1200966713264,582.7285287254637,,,,,,,1.0,5000000.0,0.0,0.0,1.0
33,[],1616761111,030a560935cd5d27ade70c7d45d61c46a5cccaacbf26ecfe26886755c622f72fce,030a560935cd5d27ade7,#3399ff,False,542.0275985975285,190.43672998314716,,,,,,,1.0,21100000.0,0.0,0.0,1.0
34,"[{'network': 'tcp', 'addr': '155.94.145.73:9735'}]",1578297620,0312775fad997a69e4dd0e7a4a484490c61e1df47ddee82ae11e2cd9e0ed49da64,dante@dcrclub.org,#00ffff,False,373.944519329231,81.53904280208924,US,United States,CA,California,34.0485,-118.2529,1.0,400000.0,0.0,0.0,1.0
36,[],1665668947,0321409b9e57026aefb4adda6ebd4cca3097ab46ff0b152bdb947c3702b1628e91,0321409b9e57026aefb4,#3399ff,False,374.7726606276385,519.426190220556,,,,,,,1.0,1000000.0,0.0,0.0,1.0
70,[],1666699095,03ff900ec7c7559fffad679d2da63b49192d57e425d75b563671d5d0cd93565238,03ff900ec7c7559fffad,#3399ff,False,316.40642646199296,488.5666956456504,,,,,,,0.0,0.0,1.0,10000000.0,1.0
